Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,When was the date of your most recent flight?,Where was your originating airport?,Where was your destination airport?,"Overall, were you satisfied with the pre flight experience at your originating airport?","Overall, were you satisfied with the pre flight experience at your destination airport?",Did your flight leave on time?,Did you find the seats comfortable?,Are you currently one of our rewards members?,Please enter your rewards number,Were the seats comfortable?,What type of travel were you doing?,What gender do you identify as?,What is your age?
12/21/20 14:01,12/21/20 14:01,Survey Test,,100,0,TRUE,12/21/20 14:01,R_5hSA2t5oCTyGVaR,,,,,37.44050598,-122.1477966,test,,6/10/20,Los Angeles,Los Angeles,Satisfied,Satisfied,Might or might not,Definitely not,Yes,79611,Slightly uncomfortable,Business,Prefer not to say,19
12/21/20 14:01,12/21/20 14:01,Survey Test,,100,0,TRUE,12/21/20 14:01,R_0rKtgayVscg26ZD,,,,,37.44050598,-122.1477966,test,,4/6/20,New York,Seattle,Satisfied,Satisfied,Definitely yes,Definitely not,Yes,64659,Extremely uncomfortable,Business,Prefer not to say,46
12/21/20 14:01,12/21/20 14:01,Survey Test,,100,0,TRUE,12/21/20 14:01,R_87BnpKALPUUF11X,,,,,37.44050598,-122.1477966,test,,9/12/20,Los Angeles,Dallas,Satisfied,Unsatisfied,Probably yes,Probably yes,Yes,45375,Slightly comfortable,Personal,Non-binary / third gender,53
12/21/20 14:01,12/21/20 14:01,Survey Test,,100,0,TRUE,12/21/20 14:01,R_3JedVRX2w8zUOQB,,,,,37.44050598,-122.1477966,test,,3/21/20,Orlando,New York,Unsatisfied,Satisfied,Definitely yes,Probably yes,No,45417,Extremely comfortable,Business,Female,48
12/21/20 14:01,12/21/20 14:01,Survey Test,,100,0,TRUE,12/21/20 14:01,R_8cy8q6fybIPFZZj,,,,,37.44050598,-122.1477966,test,,8/26/20,Saint Louis,Chicago,Unsatisfied,Unsatisfied,Probably yes,Probably not,No,64279,Extremely uncomfortable,Personal,Non-binary / third gender,46
12/21/20 14:01,12/21/20 14:01,Survey Test,,100,0,TRUE,12/21/20 14:01,R_cT6TvCgX0rEZBzL,,,,,37.44050598,-122.1477966,test,,5/30/20,New York,Chicago,Unsatisfied,Unsatisfied,Definitely not,Definitely yes,No,39533,Slightly comfortable,Personal,Non-binary / third gender,43
12/21/20 14:01,12/21/20 14:01,Survey Test,,100,0,TRUE,12/21/20 14:01,R_4ZXnyoK0gLCq3Gd,,,,,37.44050598,-122.1477966,test,,1/3/20,Los Angeles,Seattle,Satisfied,Unsatisfied,Definitely not,Probably not,Yes,44527,Extremely comfortable,Business,Female,50
12/21/20 14:01,12/21/20 14:01,Survey Test,,100,0,TRUE,12/21/20 14:01,R_062UpF8QDgfIXnD,,,,,37.44050598,-122.1477966,test,,2/14/20,Dallas,Orlando,Satisfied,Satisfied,Definitely not,Definitely not,No,78714,Slightly uncomfortable,Personal,Non-binary / third gender,52
12/21/20 14:01,12/21/20 14:01,Survey Test,,100,0,TRUE,12/21/20 14:01,R_4IN8Ca7OHETnp0p,,,,,37.44050598,-122.1477966,test,,11/15/20,Dallas,Orlando,Unsatisfied,Satisfied,Definitely not,Probably yes,No,83324,Extremely uncomfortable,Personal,Non-binary / third gender,54
12/21/20 14:01,12/21/20 14:01,Survey Test,,100,0,TRUE,12/21/20 14:01,R_cFIlN2ZsBXSYCFf,,,,,37.44050598,-122.1477966,test,,1/18/20,Chicago,Los Angeles,Satisfied,Unsatisfied,Probably yes,Probably not,No,19946,Extremely uncomfortable,Business,Non-binary / third gender,55+
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_6VTnhGQ1x6sPyOF,,,,,33.790802,-118.3247986,test,,3/14/20,Orlando,New York,Satisfied,Unsatisfied,Probably yes,Definitely not,Yes,34567,Moderately comfortable,Business,Male,19
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_6fY2VNz6E3mwejz,,,,,33.790802,-118.3247986,test,,8/27/20,New York,Chicago,Satisfied,Satisfied,Definitely yes,Probably yes,Yes,55500,Moderately comfortable,Personal,Prefer not to say,40
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_4JFsJh2DVk0cbEV,,,,,33.790802,-118.3247986,test,,5/14/20,Saint Louis,Dallas,Satisfied,Satisfied,Might or might not,Definitely yes,Yes,79459,Moderately uncomfortable,Business,Prefer not to say,53
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_2fvlOXT9z6Jlrg1,,,,,33.790802,-118.3247986,test,,2/22/20,Seattle,Chicago,Satisfied,Unsatisfied,Probably not,Might or might not,No,35843,Neither comfortable nor uncomfortable,Business,Female,27
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_8uZoZIgOKAOVW73,,,,,33.790802,-118.3247986,test,,8/23/20,New York,Seattle,Satisfied,Satisfied,Definitely not,Probably yes,Yes,11302,Slightly uncomfortable,Business,Prefer not to say,45
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_cI4JOLiuYLRfrvf,,,,,33.790802,-118.3247986,test,,9/30/20,Saint Louis,Denver,Satisfied,Satisfied,Might or might not,Probably yes,Yes,79614,Moderately comfortable,Personal,Male,34
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_bvHUtHJSBcWP0Oh,,,,,33.790802,-118.3247986,test,,7/22/20,Denver,Los Angeles,Satisfied,Unsatisfied,Definitely yes,Definitely yes,No,50411,Extremely uncomfortable,Business,Non-binary / third gender,42
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_9L93bSOCQ49QDZz,,,,,33.790802,-118.3247986,test,,5/6/20,Orlando,Saint Louis,Satisfied,Satisfied,Probably yes,Might or might not,No,17708,Neither comfortable nor uncomfortable,Business,Prefer not to say,32
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_cYEBfvp8pCg2Nfv,,,,,33.790802,-118.3247986,test,,4/29/20,Dallas,Saint Louis,Unsatisfied,Unsatisfied,Probably not,Definitely yes,No,16411,Moderately uncomfortable,Personal,Prefer not to say,35
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_5dPXQ7iL41YNFA1,,,,,33.790802,-118.3247986,test,,3/19/20,Seattle,Seattle,Satisfied,Unsatisfied,Definitely not,Probably not,No,61530,Extremely comfortable,Business,Prefer not to say,41
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_9TwtuxkFGiPi5mJ,,,,,33.790802,-118.3247986,test,,9/10/20,Denver,Dallas,Unsatisfied,Unsatisfied,Might or might not,Might or might not,No,54452,Slightly uncomfortable,Business,Female,29
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_7TDFdYoQDDfGzAN,,,,,33.790802,-118.3247986,test,,5/4/20,Dallas,Saint Louis,Satisfied,Unsatisfied,Might or might not,Definitely not,Yes,39401,Moderately uncomfortable,Personal,Prefer not to say,24
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_9yRCGt6aYzysrYx,,,,,33.790802,-118.3247986,test,,8/8/20,Chicago,New York,Unsatisfied,Satisfied,Definitely yes,Might or might not,No,72847,Slightly comfortable,Personal,Non-binary / third gender,20
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_7QbjqLfWumkRotT,,,,,33.790802,-118.3247986,test,,7/4/20,Saint Louis,Orlando,Satisfied,Unsatisfied,Probably not,Probably yes,Yes,30207,Moderately comfortable,Personal,Non-binary / third gender,53
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_77A3YARl3PaP8Vv,,,,,33.790802,-118.3247986,test,,6/16/20,Seattle,Orlando,Satisfied,Unsatisfied,Might or might not,Probably not,No,87885,Slightly uncomfortable,Business,Non-binary / third gender,47
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_cFQh2lihVo6NbSt,,,,,33.790802,-118.3247986,test,,7/15/20,Los Angeles,Los Angeles,Unsatisfied,Satisfied,Definitely not,Definitely not,Yes,14804,Slightly uncomfortable,Business,Non-binary / third gender,27
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_2bHHgCwGvNzIUQd,,,,,33.790802,-118.3247986,test,,12/25/20,Seattle,New York,Unsatisfied,Satisfied,Probably not,Might or might not,No,35078,Neither comfortable nor uncomfortable,Personal,Female,30
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_6yrSTr5tKgmFKK1,,,,,33.790802,-118.3247986,test,,12/3/20,Dallas,Saint Louis,Satisfied,Satisfied,Definitely not,Probably yes,No,12147,Extremely uncomfortable,Personal,Male,38
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_8nRC4Ugb1p3VOcZ,,,,,33.790802,-118.3247986,test,,11/22/20,Chicago,Denver,Unsatisfied,Unsatisfied,Definitely not,Probably not,Yes,84810,Slightly comfortable,Personal,Non-binary / third gender,48
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_bxYX8PC77qXArwV,,,,,33.790802,-118.3247986,test,,10/31/20,Denver,New York,Unsatisfied,Unsatisfied,Probably yes,Definitely yes,Yes,95518,Slightly comfortable,Business,Prefer not to say,34
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_8wfiUteocq6iU29,,,,,33.790802,-118.3247986,test,,10/8/20,Denver,Denver,Satisfied,Unsatisfied,Definitely yes,Definitely not,Yes,24695,Moderately uncomfortable,Personal,Non-binary / third gender,39
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_6yTGy7ZuUoftUgJ,,,,,33.790802,-118.3247986,test,,10/10/20,Los Angeles,Seattle,Satisfied,Unsatisfied,Probably not,Probably yes,Yes,60342,Extremely comfortable,Personal,Prefer not to say,39
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_eyRDZ3CWpBsXusJ,,,,,33.790802,-118.3247986,test,,12/4/20,Denver,Seattle,Unsatisfied,Satisfied,Might or might not,Might or might not,Yes,69514,Moderately uncomfortable,Personal,Non-binary / third gender,34
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_71IDP1iBrGKXECp,,,,,33.790802,-118.3247986,test,,1/2/20,Orlando,Los Angeles,Unsatisfied,Satisfied,Probably yes,Definitely not,Yes,42569,Slightly comfortable,Personal,Female,44
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_0oaRPGb6jyU8znn,,,,,33.790802,-118.3247986,test,,3/3/20,Los Angeles,Los Angeles,Unsatisfied,Satisfied,Might or might not,Might or might not,No,57018,Neither comfortable nor uncomfortable,Business,Non-binary / third gender,22
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_81R9aSdqqULbz9z,,,,,33.790802,-118.3247986,test,,4/4/20,Saint Louis,Chicago,Satisfied,Unsatisfied,Definitely not,Probably not,Yes,97182,Moderately uncomfortable,Business,Prefer not to say,50
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_3WQFO1zkotPAAZL,,,,,33.790802,-118.3247986,test,,5/5/20,Seattle,Chicago,Unsatisfied,Unsatisfied,Might or might not,Might or might not,Yes,90893,Extremely uncomfortable,Business,Male,24
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_7PuqnTlcGZG7rWR,,,,,33.790802,-118.3247986,test,,6/6/20,Dallas,Denver,Unsatisfied,Satisfied,Might or might not,Probably yes,No,60323,Slightly comfortable,Business,Non-binary / third gender,52
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_0SpfKY63UxVrRRP,,,,,33.790802,-118.3247986,test,,7/7/20,Dallas,Seattle,Unsatisfied,Satisfied,Might or might not,Definitely not,No,60326,Moderately uncomfortable,Personal,Female,26
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_9mKfVwY2dqxWGcB,,,,,33.790802,-118.3247986,test,,8/8/20,Chicago,Los Angeles,Satisfied,Satisfied,Definitely yes,Definitely yes,Yes,98273,Extremely uncomfortable,Personal,Prefer not to say,47
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_0v3Fw24wszxpTG5,,,,,33.790802,-118.3247986,test,,1/6/20,Chicago,Los Angeles,Satisfied,Satisfied,Probably not,Definitely not,No,33337,Extremely comfortable,Personal,Non-binary / third gender,31
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_abdKex3ouEWPu85,,,,,33.790802,-118.3247986,test,,2/5/20,Dallas,Orlando,Unsatisfied,Satisfied,Definitely not,Might or might not,Yes,69448,Slightly uncomfortable,Business,Prefer not to say,40
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,1,TRUE,12/21/20 15:46,R_b1oUqEYAQQkzcBD,,,,,33.790802,-118.3247986,test,,3/8/20,Los Angeles,Los Angeles,Unsatisfied,Satisfied,Probably not,Definitely not,Yes,18065,Moderately uncomfortable,Business,Male,39
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_6JS45DxnfGlIPdj,,,,,33.790802,-118.3247986,test,,5/13/20,New York,New York,Unsatisfied,Satisfied,Definitely not,Definitely not,No,69203,Slightly uncomfortable,Personal,Non-binary / third gender,24
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_afxXipBcPJyeKyN,,,,,33.790802,-118.3247986,test,,6/17/20,Seattle,Seattle,Satisfied,Satisfied,Definitely not,Might or might not,Yes,86175,Slightly comfortable,Business,Non-binary / third gender,46
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_1GthuJVVDz6Fzed,,,,,33.790802,-118.3247986,test,,11/11/20,Seattle,Seattle,Satisfied,Satisfied,Probably yes,Definitely not,No,45849,Slightly uncomfortable,Personal,Prefer not to say,42
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_a4ATEAkNsoZ8GlD,,,,,33.790802,-118.3247986,test,,4/19/20,Orlando,Denver,Unsatisfied,Unsatisfied,Definitely not,Definitely yes,Yes,64366,Extremely comfortable,Personal,Male,26
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_4SJEVWkTbzV8Mx7,,,,,33.790802,-118.3247986,test,,2/4/20,New York,Seattle,Satisfied,Unsatisfied,Probably not,Definitely yes,Yes,14304,Moderately comfortable,Personal,Female,24
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_3kjBdNnL3gQjhMF,,,,,33.790802,-118.3247986,test,,8/5/20,Los Angeles,Los Angeles,Satisfied,Satisfied,Definitely yes,Probably yes,No,57694,Extremely comfortable,Business,Male,39
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_2mhnIDOmh0T55hX,,,,,33.790802,-118.3247986,test,,7/11/20,Orlando,New York,Unsatisfied,Satisfied,Probably not,Definitely yes,No,88072,Moderately uncomfortable,Business,Male,55+
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_1NqPialGhFASrwp,,,,,33.790802,-118.3247986,test,,10/15/20,Dallas,Dallas,Satisfied,Unsatisfied,Probably yes,Definitely not,Yes,11672,Moderately comfortable,Business,Prefer not to say,43
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_2ieeP6UeQWYioYt,,,,,33.790802,-118.3247986,test,,11/14/20,Los Angeles,New York,Unsatisfied,Satisfied,Definitely not,Probably not,No,65435,Extremely comfortable,Business,Female,45
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_0DFNlYAmmWvGc3H,,,,,33.790802,-118.3247986,test,,6/17/20,Orlando,Los Angeles,Satisfied,Unsatisfied,Might or might not,Definitely not,Yes,39601,Moderately uncomfortable,Personal,Male,45
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_5swzYCZyK2C0N6t,,,,,33.790802,-118.3247986,test,,4/18/20,Chicago,Los Angeles,Unsatisfied,Unsatisfied,Definitely yes,Probably not,Yes,95189,Moderately comfortable,Personal,Non-binary / third gender,50
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_cXPpt7KdsRAxmqV,,,,,33.790802,-118.3247986,test,,6/10/20,Seattle,Seattle,Satisfied,Satisfied,Probably yes,Might or might not,No,56426,Extremely uncomfortable,Personal,Non-binary / third gender,36
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_1FaNSG85QjOhZSR,,,,,33.790802,-118.3247986,test,,7/28/20,Chicago,Los Angeles,Unsatisfied,Unsatisfied,Might or might not,Definitely yes,Yes,25021,Moderately comfortable,Business,Female,20
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_1FzmNhZWsGh5wIB,,,,,33.790802,-118.3247986,test,,9/22/20,Saint Louis,Denver,Satisfied,Satisfied,Definitely not,Probably not,No,59107,Slightly comfortable,Business,Non-binary / third gender,20
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_72qs3eLO8kqO6Cp,,,,,33.790802,-118.3247986,test,,10/20/20,Denver,Seattle,Satisfied,Unsatisfied,Definitely not,Definitely not,No,91123,Slightly uncomfortable,Business,Non-binary / third gender,45
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_eytPqdCyuARsCwJ,,,,,33.790802,-118.3247986,test,,5/8/20,Orlando,Denver,Unsatisfied,Unsatisfied,Probably not,Probably not,Yes,92373,Extremely comfortable,Business,Prefer not to say,31
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_3r7DnyWNW9vtXpj,,,,,33.790802,-118.3247986,test,,8/5/20,Saint Louis,Seattle,Unsatisfied,Unsatisfied,Probably not,Might or might not,Yes,70871,Moderately uncomfortable,Personal,Male,26
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_42CaXQW7dKVeKtn,,,,,33.790802,-118.3247986,test,,9/30/20,Orlando,Dallas,Satisfied,Satisfied,Definitely not,Probably not,Yes,62613,Extremely comfortable,Business,Non-binary / third gender,37
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_bmeiO45VDJAqHC5,,,,,33.790802,-118.3247986,test,,6/7/20,Seattle,New York,Satisfied,Unsatisfied,Probably not,Probably yes,No,79261,Moderately comfortable,Business,Non-binary / third gender,32
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:46,R_9NezDX6Pj5m7FY1,,,,,33.790802,-118.3247986,test,,8/13/20,Los Angeles,New York,Satisfied,Satisfied,Definitely yes,Might or might not,Yes,78628,Moderately uncomfortable,Personal,Prefer not to say,19
12/21/20 15:46,12/21/20 15:46,Survey Test,,100,0,TRUE,12/21/20 15:47,R_6FmoWPCGF3gK0PH,,,,,33.790802,-118.3247986,test,,9/19/20,Denver,New York,Unsatisfied,Unsatisfied,Probably not,Probably not,No,18734,Slightly uncomfortable,Personal,Prefer not to say,52
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_ehucHhtipBO7nFz,,,,,33.790802,-118.3247986,test,,12/20/20,Dallas,New York,Unsatisfied,Satisfied,Might or might not,Definitely yes,No,23619,Extremely uncomfortable,Personal,Female,30
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_1Y9jp1XKmPBLnrn,,,,,33.790802,-118.3247986,test,,8/4/20,Orlando,New York,Satisfied,Satisfied,Probably not,Probably not,Yes,73257,Slightly uncomfortable,Business,Prefer not to say,30
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_eJrcz7JHIXkNekd,,,,,33.790802,-118.3247986,test,,8/17/20,Denver,Los Angeles,Unsatisfied,Unsatisfied,Probably not,Definitely yes,No,41584,Extremely uncomfortable,Business,Female,34
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_1FD1pwAL0b8r0K9,,,,,33.790802,-118.3247986,test,,5/15/20,Los Angeles,New York,Unsatisfied,Unsatisfied,Definitely yes,Probably yes,Yes,31912,Moderately comfortable,Personal,Female,46
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_3ghvCtc4zlxJs33,,,,,33.790802,-118.3247986,test,,10/8/20,Dallas,Orlando,Unsatisfied,Satisfied,Definitely not,Definitely not,No,90296,Slightly uncomfortable,Business,Female,53
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_b1tGa3WsoFCeljT,,,,,33.790802,-118.3247986,test,,10/3/20,New York,New York,Satisfied,Satisfied,Definitely not,Might or might not,No,81112,Moderately comfortable,Personal,Non-binary / third gender,23
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_07Jj7DIJAhqGfBj,,,,,33.790802,-118.3247986,test,,11/4/20,Dallas,Chicago,Satisfied,Unsatisfied,Might or might not,Definitely not,No,98083,Moderately comfortable,Personal,Non-binary / third gender,37
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_6eVm9n9Yf2UOjSB,,,,,33.790802,-118.3247986,test,,12/29/20,Orlando,Dallas,Unsatisfied,Unsatisfied,Might or might not,Definitely not,No,49416,Moderately uncomfortable,Business,Male,22
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_8Imw7ZRHKKqvpI1,,,,,33.790802,-118.3247986,test,,1/5/20,Saint Louis,Saint Louis,Unsatisfied,Unsatisfied,Probably yes,Definitely yes,No,18729,Slightly uncomfortable,Business,Male,23
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_9tYOPkhw9HTTkoZ,,,,,33.790802,-118.3247986,test,,2/3/20,Chicago,Los Angeles,Unsatisfied,Satisfied,Definitely yes,Probably not,Yes,30510,Extremely uncomfortable,Business,Non-binary / third gender,48
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_9G2wN36npE6wMkZ,,,,,33.790802,-118.3247986,test,,3/9/20,New York,Los Angeles,Unsatisfied,Satisfied,Definitely not,Probably yes,Yes,66803,Extremely comfortable,Personal,Female,18
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_3JKKgENMWmgW3wV,,,,,33.790802,-118.3247986,test,,7/8/20,Dallas,Denver,Satisfied,Unsatisfied,Might or might not,Might or might not,Yes,72849,Moderately comfortable,Business,Prefer not to say,30
12/21/20 15:47,12/21/20 15:47,Survey Test,,100,0,TRUE,12/21/20 15:47,R_a3Qc3vcvNaZH6N7,,,,,33.790802,-118.3247986,test,,1/13/20,Denver,Orlando,Unsatisfied,Satisfied,Might or might not,Probably not,No,86916,Slightly comfortable,Business,Non-binary / third gender,51
